User ID,Age Group,Gender,Preferred Shopping Website,Average Monthly Spend (INR),Device Used,Payment Method,Purchase Frequency,Return Rate (%),Most Purchased Category
U3694,31-50,Male,Flipkart,5000-10000,Laptop,Cash on Delivery,Daily,30%,Groceries
U8910,31-50,Male,Myntra,5000-10000,Laptop,Cash on Delivery,Weekly,30%,Groceries
U2386,19-30,Male,Myntra,10000+,Mobile,UPI,Weekly,10%,Clothing
U5488,19-30,Male,Flipkart,1000-5000,Laptop,UPI,Weekly,30%,Clothing
U2972,0-18,Female,Myntra,5000-10000,Tablet,Credit Card,Monthly,20%,Clothing
U1554,31-50,Male,Amazon,10000+,Mobile,UPI,Daily,20%,Groceries
U9951,0-18,Male,Amazon,1000-5000,Tablet,Credit Card,Daily,20%,Clothing
U4071,31-50,Female,Flipkart,5000-10000,Laptop,Cash on Delivery,Weekly,20%,Electronics
U1865,31-50,Male,Amazon,1000-5000,Mobile,Credit Card,Weekly,30%,Groceries
U7313,0-18,Female,Flipkart,10000+,Tablet,UPI,Weekly,10%,Clothing
U6447,31-50,Male,Flipkart,5000-10000,Laptop,UPI,Monthly,30%,Electronics
U3770,31-50,Male,Flipkart,1000-5000,Mobile,Credit Card,Monthly,20%,Clothing
U5342,0-18,Male,Myntra,10000+,Laptop,UPI,Weekly,30%,Electronics
U5925,19-30,Male,Amazon,10000+,Tablet,UPI,Daily,30%,Electronics
U2826,31-50,Male,Amazon,10000+,Tablet,UPI,Monthly,30%,Clothing
U9594,0-18,Male,Myntra,1000-5000,Mobile,Credit Card,Monthly,20%,Electronics
U6599,0-18,Male,Amazon,10000+,Tablet,Credit Card,Monthly,20%,Groceries
U5951,0-18,Male,Amazon,10000+,Mobile,Cash on Delivery,Weekly,20%,Clothing
U9400,19-30,Female,Amazon,1000-5000,Laptop,Cash on Delivery,Daily,10%,Clothing
U6520,31-50,Male,Myntra,5000-10000,Tablet,Cash on Delivery,Monthly,10%,Electronics
U2522,0-18,Male,Myntra,10000+,Mobile,Credit Card,Daily,30%,Groceries
U7399,19-30,Female,Myntra,1000-5000,Mobile,Credit Card,Weekly,10%,Clothing
U6170,19-30,Female,Amazon,10000+,Laptop,Cash on Delivery,Monthly,10%,Groceries
U1032,19-30,Female,Flipkart,10000+,Mobile,Credit Card,Monthly,20%,Groceries
U9624,19-30,Female,Flipkart,5000-10000,Mobile,UPI,Daily,30%,Groceries
U3729,19-30,Male,Myntra,10000+,Tablet,UPI,Weekly,30%,Electronics
U8371,19-30,Female,Myntra,5000-10000,Mobile,Credit Card,Daily,20%,Electronics
U3893,19-30,Male,Flipkart,1000-5000,Tablet,UPI,Weekly,10%,Electronics
U5815,19-30,Female,Amazon,10000+,Laptop,Cash on Delivery,Monthly,10%,Electronics
U2921,0-18,Female,Flipkart,10000+,Tablet,UPI,Monthly,10%,Clothing
U4510,31-50,Female,Amazon,10000+,Tablet,Credit Card,Weekly,10%,Clothing
U9853,31-50,Male,Flipkart,5000-10000,Laptop,Credit Card,Daily,10%,Electronics
U6859,0-18,Female,Amazon,10000+,Laptop,Cash on Delivery,Monthly,20%,Clothing
U4275,19-30,Female,Amazon,1000-5000,Mobile,Cash on Delivery,Daily,10%,Electronics
U4813,31-50,Male,Flipkart,10000+,Tablet,Cash on Delivery,Daily,30%,Clothing
U6907,31-50,Male,Myntra,5000-10000,Laptop,Credit Card,Weekly,30%,Clothing
U4196,31-50,Male,Flipkart,5000-10000,Mobile,Cash on Delivery,Monthly,30%,Electronics
U4317,31-50,Female,Myntra,10000+,Tablet,Cash on Delivery,Daily,10%,Groceries
U8050,0-18,Male,Myntra,1000-5000,Mobile,UPI,Daily,30%,Groceries
U6078,31-50,Male,Amazon,5000-10000,Laptop,Cash on Delivery,Daily,10%,Electronics
U4788,19-30,Female,Flipkart,10000+,Mobile,Credit Card,Weekly,10%,Electronics
U8444,31-50,Male,Flipkart,1000-5000,Tablet,UPI,Weekly,30%,Groceries
U6326,19-30,Male,Flipkart,5000-10000,Tablet,Cash on Delivery,Monthly,20%,Groceries
U1829,0-18,Female,Flipkart,1000-5000,Mobile,Cash on Delivery,Weekly,20%,Groceries
U4724,31-50,Female,Amazon,10000+,Tablet,UPI,Daily,20%,Electronics
U7469,0-18,Female,Flipkart,1000-5000,Mobile,Cash on Delivery,Daily,10%,Electronics
U1966,31-50,Female,Flipkart,1000-5000,Mobile,Cash on Delivery,Weekly,20%,Groceries
U2354,0-18,Male,Amazon,5000-10000,Mobile,Credit Card,Monthly,10%,Clothing
U4178,0-18,Female,Myntra,1000-5000,Laptop,Credit Card,Daily,10%,Groceries
U2108,0-18,Male,Myntra,1000-5000,Laptop,UPI,Monthly,30%,Groceries
U3046,0-18,Male,Myntra,10000+,Mobile,UPI,Monthly,10%,Groceries
U2392,31-50,Male,Myntra,10000+,Mobile,Cash on Delivery,Daily,20%,Groceries
U8461,19-30,Female,Myntra,1000-5000,Mobile,UPI,Weekly,10%,Groceries
U3390,31-50,Female,Amazon,1000-5000,Mobile,Cash on Delivery,Monthly,20%,Groceries
U7772,31-50,Male,Flipkart,1000-5000,Laptop,UPI,Daily,20%,Electronics
U5896,31-50,Female,Myntra,5000-10000,Mobile,Credit Card,Daily,30%,Groceries
U6413,31-50,Male,Myntra,1000-5000,Laptop,Cash on Delivery,Weekly,10%,Groceries
U7239,31-50,Female,Amazon,1000-5000,Laptop,UPI,Weekly,10%,Clothing
U1242,31-50,Male,Myntra,1000-5000,Laptop,Cash on Delivery,Weekly,10%,Clothing
U9545,19-30,Male,Flipkart,10000+,Mobile,Credit Card,Monthly,30%,Electronics
U9562,31-50,Female,Flipkart,1000-5000,Laptop,Credit Card,Monthly,20%,Electronics
U9337,19-30,Male,Amazon,1000-5000,Laptop,Credit Card,Monthly,10%,Groceries
U2102,19-30,Female,Myntra,1000-5000,Tablet,Credit Card,Daily,10%,Clothing
U4578,0-18,Male,Flipkart,5000-10000,Tablet,Credit Card,Monthly,20%,Clothing
U6761,0-18,Male,Amazon,1000-5000,Tablet,UPI,Monthly,30%,Groceries
U8582,19-30,Male,Myntra,10000+,Tablet,Cash on Delivery,Weekly,10%,Groceries
U3132,31-50,Female,Amazon,1000-5000,Laptop,Cash on Delivery,Daily,30%,Electronics
U8999,19-30,Male,Myntra,10000+,Laptop,Credit Card,Daily,10%,Groceries
U8589,31-50,Male,Flipkart,5000-10000,Mobile,Cash on Delivery,Weekly,10%,Groceries
U3688,31-50,Female,Amazon,5000-10000,Tablet,Cash on Delivery,Daily,20%,Clothing
U4511,31-50,Male,Amazon,1000-5000,Laptop,UPI,Weekly,10%,Electronics
U5903,31-50,Male,Myntra,5000-10000,Tablet,Credit Card,Monthly,10%,Clothing
U8019,19-30,Female,Amazon,1000-5000,Laptop,Credit Card,Monthly,10%,Groceries
U1834,19-30,Female,Myntra,10000+,Laptop,UPI,Monthly,10%,Electronics
U8784,19-30,Male,Flipkart,10000+,Laptop,Credit Card,Daily,20%,Groceries
U5164,0-18,Male,Flipkart,10000+,Mobile,UPI,Daily,10%,Groceries
U4687,31-50,Male,Flipkart,1000-5000,Laptop,Cash on Delivery,Weekly,10%,Electronics
U5555,19-30,Male,Flipkart,10000+,Laptop,Credit Card,Weekly,30%,Electronics
U8484,19-30,Female,Amazon,1000-5000,Mobile,Cash on Delivery,Weekly,20%,Groceries
U4970,19-30,Female,Flipkart,5000-10000,Laptop,UPI,Monthly,20%,Electronics
U2747,19-30,Male,Amazon,5000-10000,Tablet,UPI,Weekly,30%,Clothing
U7147,31-50,Male,Myntra,1000-5000,Mobile,UPI,Weekly,20%,Electronics
U5807,0-18,Female,Myntra,10000+,Laptop,Cash on Delivery,Monthly,20%,Groceries
U9033,0-18,Female,Amazon,10000+,Laptop,Cash on Delivery,Weekly,30%,Electronics
U4063,0-18,Female,Flipkart,10000+,Laptop,Credit Card,Daily,30%,Clothing
U2264,31-50,Male,Myntra,5000-10000,Tablet,Cash on Delivery,Monthly,10%,Electronics
U1132,31-50,Female,Flipkart,5000-10000,Tablet,Cash on Delivery,Monthly,10%,Clothing
U3252,0-18,Male,Myntra,5000-10000,Laptop,UPI,Daily,10%,Clothing
